score_type,round,emp_var_score,theo_var_naive,theo_var_corrected,ratio_naive,ratio_corrected
sus_1,1,0.30531898806655855,0.4410664549883313,0.3702979116156459,0.6922289931902347,0.8245225762533254
sus_1,2,0.28717974663761114,0.33256371695629705,0.24580852023856545,0.8635330073465293,1.1683067224801382
sus_1,3,0.35703395994022546,0.3645242351050739,0.30968342298068313,0.979451914458611,1.152899811374456
sus_1,4,0.19232639755701522,0.3072887580563222,0.24799678737579664,0.6258816585856491,0.7755197137516847
sus_1,5,0.19817499049542714,0.30175904636584183,0.23985572399318847,0.6567325582516816,0.8262258127350548
sus_1,6,0.2853132471141031,0.29270484243544975,0.2305014675621549,0.9747472735338272,1.2377936250543315
sus_1,7,0.2647129120864553,0.3124199725784983,0.24780142762071333,0.847298301391227,1.068246113947442
sus_1,8,0.1567342459968684,0.33789128526526196,0.2771355308840399,0.4638599834672385,0.5655508894759861
sus_1,9,0.3085904070188888,0.33834892245035164,0.2777917890482576,0.9120478492558831,1.1108694323764945
sus_1,10,0.26946755717385756,0.327865177595865,0.2696708678454304,0.8218852613436435,0.9992460784763397
sus_1,11,0.24191728692864248,0.3152446770136624,0.26113624785159023,0.767395310906893,0.9264025539117406
sus_1,12,0.20108417088310315,0.3248373788633247,0.2734736700023246,0.6190302716600521,0.7352962750724554
sus_1,13,0.25049373008532344,0.3290142746608181,0.28131675624309455,0.7613460854960115,0.8904330244333687
sus_1,14,0.3225133677932893,0.35391778305524924,0.3085793254466713,0.91126635403608,1.0451554631096829
sus_1,15,0.3009789074940704,0.34181808241288375,0.2944294214178702,0.88052365565177,1.022244672576063
sus_1,16,0.3248750498504707,0.32964438400571816,0.2856267543886426,0.9855318810613661,1.137411131341094
sus_1,17,0.26179700758962166,0.34241927215306717,0.296740763638332,0.7645510310897279,0.8822414702305618
sus_1,18,0.2678074630301333,0.33944314227380695,0.2940930313805532,0.7889611828248698,0.9106215872337122
sus_1,19,0.22426056738930775,0.3431069586832819,0.2968708095802211,0.6536170768728713,0.7554146792216281
sus_1,20,0.32564316794056725,0.3477604011892785,0.30402300974453844,0.9364009439456757,1.0711135588526526
sus_1,21,0.26215850831929227,0.35005003771873433,0.30698643682191157,0.7489172405972914,0.8539742375373255
sus_1,22,0.26470026632805616,0.35054435166732567,0.3087967485444381,0.7551120566314603,0.8571990073592496
sus_1,23,0.2758779149476631,0.3518305506669619,0.3119253648992272,0.7841215449445306,0.8844356567052192
sus_1,24,0.24339786408099293,0.35965023122167655,0.3178643199036776,0.6767627070729464,0.7657287994913986
sus_1,25,0.4303884186709512,0.3433925498019326,0.30256537202984396,1.2533423305753064,1.4224642290807132
sus_1,26,0.18981378376554378,0.3394700499840706,0.2983767993999599,0.5591473644713302,0.6361546344999413
sus_1,27,0.3401595854969735,0.34176066144317785,0.29630399339794594,0.9953152128760421,1.148008778403901
sus_1,28,0.21474871545023447,0.3521706181418169,0.31016832423465407,0.609786008223311,0.6923618521656936
sus_1,29,0.09607259441208651,0.346531406835184,0.30453539033712046,0.27724065558588806,0.3154726756247746
sus_1,30,0.27748187747046293,0.34991867098516216,0.3104158092849897,0.7929896301024452,0.8939038192339925
sus_3,1,0.45841985105752797,0.37046993808306417,0.0,1.237400943864828,inf
sus_3,2,0.4333156333865919,0.34761659510830706,0.0,1.2465332193118788,inf
sus_3,3,0.5273048337913862,0.3616727604161744,0.002059541357800474,1.4579611502525653,256.0302233282323
sus_3,4,0.5146525632168739,0.30943409703410363,0.0,1.66320572991073,inf
sus_3,5,0.5347546563138668,0.30314226339116035,0.0,1.7640386079187012,inf
sus_3,6,0.6355899966121683,0.3000149619686078,0.0,2.1185276642258715,inf
