score_type,round,emp_var_sus,mean_sb_sq_naive,mean_sb_sq_corrected,theo_var_sus_naive,theo_var_sus_corrected,ratio_naive,ratio_corrected
sus_4,29,0.0727336268639091,0.3407648117563542,0.0,0.011750510750219111,0.0,6.18982684327597,inf
sus_4,30,0.07109995758424421,0.3409522358431898,0.0,0.011365074528106327,0.0,6.256004517032502,inf
sus_4b,1,0.3618884992949086,0.3838968586337901,0.0,0.3838968586337901,0.0,0.942671165851149,inf
sus_4b,2,0.289348108461548,0.36822372066359926,0.0,0.18411186033179963,0.0,1.5715886414927072,inf
sus_4b,3,0.19230509341661015,0.36595153683842346,0.0,0.12198384561280783,0.0,1.5764800039753695,inf
sus_4b,4,0.13514123287790847,0.35187000340327224,0.0,0.08796750085081806,0.0,1.5362631832304887,inf
sus_4b,5,0.12223919591393961,0.34254382646537956,0.0,0.06850876529307591,0.0,1.7842854909296426,inf
sus_4b,6,0.13198084211074246,0.3359338335954635,0.0,0.05598897226591059,0.0,2.357264953604091,inf
sus_4b,7,0.11596108800595757,0.333921621487044,0.0,0.04770308878386343,0.0,2.4308926520746357,inf
sus_4b,8,0.09710400621302626,0.3347019200612543,0.0,0.04183774000765679,0.0,2.320966815971778,inf
sus_4b,9,0.09314180296357656,0.3355929973510887,0.0,0.03728811081678764,0.0,2.497895466499279,inf
sus_4b,10,0.09469848817620344,0.3356562367192397,0.0,0.03356562367192397,0.0,2.821293866063754,inf
sus_4b,11,0.08711061794113621,0.3343296876489407,0.0,0.03039360796808552,0.0,2.8660834881007142,inf
sus_4b,12,0.09035590947814043,0.33426510898760375,0.0,0.02785542574896698,0.0,3.2437454122018323,inf
sus_4b,13,0.08537212782570458,0.3340005267047305,0.0,0.025692348208056194,0.0,3.3228620106796996,inf
sus_4b,14,0.08276378407189165,0.33550528591151424,0.0,0.023964663279393873,0.0,3.45357592163861,inf
sus_4b,15,0.07671616284169813,0.33611523140351424,0.0,0.022407682093567617,0.0,3.4236545538871415,inf
sus_4b,16,0.07402848707031358,0.33620490980201445,0.0,0.021012806862625903,0.0,3.523017536604459,inf
sus_4b,17,0.0698584633301458,0.3369583348000063,0.0,0.01982107851764743,0.0,3.524453185932756,inf
sus_4b,18,0.06745589909021306,0.33729521881968744,0.0,0.018738623267760414,0.0,3.599832182243087,inf
