score_type,round,emp_var,theo_var_mean,n,ratio_emp_over_theo
surp2,150,0.29234644699732343,0.3744340246461194,1000,0.7807689145601081
sus,1,0.42895526168597925,0.3619087771956466,1000,1.1852579675183936
sus,2,0.19781035656681098,0.20899273832026766,1000,0.9464939220217288
sus,3,0.19191207055066217,0.24228799150937916,1000,0.7920824691108684
sus,4,0.21868575113204192,0.2273561197675563,1000,0.961864370994813
sus,5,0.23283695268998192,0.2370615956697631,1000,0.9821791337907542
sus,6,0.2365285252433024,0.23938518629997224,1000,0.9880666757169754
sus,7,0.24939149696115426,0.25736686217017346,1000,0.9690116857245367
sus,8,0.26593045612407024,0.2686548675285118,1000,0.9898590655382321
sus,9,0.26183445195299293,0.27136385084299414,1000,0.9648833149279167
sus,10,0.2605107563368846,0.2768099876239371,1000,0.9411176185261205
sus,11,0.27765634043143944,0.2842350975279595,1000,0.9768545223523182
sus,12,0.26088089004664794,0.2830480170474531,1000,0.9216842172856883
sus,13,0.26183408852598855,0.2875984365933869,1000,0.9104155489418583
sus,14,0.2762530346923974,0.2932400180377446,1000,0.9420714012397835
sus,15,0.2728285280118257,0.2937114566175599,1000,0.9288998500561533
sus,16,0.29564577751413273,0.29477315063178855,1000,1.0029603336683612
sus,17,0.30406327990236937,0.2956915068307052,1000,1.0283125246355396
sus,18,0.3053001313245001,0.2990805340548154,1000,1.0207957274429127
sus,19,0.2882468442353411,0.30021139931689744,1000,0.960146233258362
sus,20,0.30791695745928943,0.3015997444980643,1000,1.0209456840612996
sus,21,0.3137495168013884,0.30297879030804,1000,1.0355494405479597
sus,22,0.2984955274608011,0.3032563512442477,1000,0.9843009923323514
sus,23,0.27236215128492436,0.30259666231973537,1000,0.9000831311124508
sus,24,0.29776611775760864,0.30370394408271373,1000,0.9804486361115945
sus,25,0.30006496578823544,0.3048580822927514,1000,0.984277548200565
sus,26,0.2982790010502702,0.30625938543705017,1000,0.9739424005720135
sus,27,0.30684741483812955,0.30773011521353294,1000,0.9971315762359141
sus,28,0.29385361909118884,0.3087187055651616,1000,0.9518490904308512
sus,29,0.31936849949374485,0.30849251521259513,1000,1.0352552614563586
sus,30,0.3186286494444191,0.30879802334128387,1000,1.0318351328702335
sus,31,0.3177603863660347,0.30882384203072694,1000,1.0289373523641954
sus,32,0.30844589414815166,0.3099431744177757,1000,0.9951691781164833
sus,33,0.33957705670853683,0.3109451280042415,1000,1.0920803258377625
sus,34,0.31315817414827957,0.3115598738013626,1000,1.0051299942043757
sus,35,0.29541606566346157,0.31205570045854125,1000,0.9466773567326953
sus,36,0.3362531224599215,0.31289614112307246,1000,1.074647712985575
sus,37,0.33036046532091917,0.3133529400784852,1000,1.0542759395784642
sus,38,0.30305720577042855,0.3142410297554748,1000,0.9644100453917527
sus,39,0.31250058661792834,0.315460525404823,1000,0.9906170866129883
sus,40,0.32083952412697037,0.3152322663482,1000,1.0177877025208348
sus,41,0.3058048476171778,0.3159285125088978,1000,0.9679558365551609
sus,42,0.3283350215812025,0.31606954766272083,1000,1.038806250109138
sus,43,0.322235235393366,0.3168863429088135,1000,1.0168795298511546
sus,44,0.3516675142689597,0.31718970005814096,1000,1.1086977736178034
sus,45,0.3266131277851917,0.31816476125132515,1000,1.0265534325694636
sus,46,0.32386280701788706,0.31809285413737276,1000,1.0181392093706778
sus,47,0.28469945933407664,0.31772601940053335,1000,0.8960533351068658
sus,48,0.3601526414138361,0.3182015361571228,1000,1.1318381606932235
sus,49,0.3032088876096889,0.31871845967106666,1000,0.9513377038864194
sus,50,0.3323058812477241,0.31857651751113314,1000,1.0430959690433277
sus,51,0.3400016754419984,0.3188761223403173,1000,1.066250031349588
sus,52,0.3298705724616709,0.3189972488433828,1000,1.034085947943791
sus,53,0.3510152548085997,0.31909522503632126,1000,1.1000329283167591
sus,54,0.2938713480341848,0.31892268334908147,1000,0.9214501300069761
sus,55,0.3351593701089792,0.31939832340934543,1000,1.0493460533273815
sus,56,0.26844078979086533,0.31954895081294993,1000,0.8400615589816125
sus,57,0.343154284993948,0.3201299709592948,1000,1.0719217696664234
sus,58,0.3080392628710992,0.3199652228306049,1000,0.962727324382314
sus,59,0.31708982642629724,0.31990485548052117,1000,0.9912004178555042
sus,60,0.30195176256805417,0.32028621004791163,1000,0.9427560509797945
sus,61,0.2878787489965914,0.3201656252492565,1000,0.8991557065892722
sus,62,0.2962841084048933,0.3201839907947873,1000,0.9253557858075047
sus,63,0.30865841704782254,0.3201080819187167,1000,0.964231878176067
sus,64,0.3202717109804417,0.3204052151681882,1000,0.9995833270451718
sus,65,0.2890257311766066,0.3201958019389251,1000,0.9026530935959494
sus,66,0.31565550544404103,0.3207267366164659,1000,0.9841883117512302
sus,67,0.30893604868193103,0.3206544325980407,1000,0.9634547889415913
sus,68,0.33353037593792834,0.32110990350661417,1000,1.0386798173948513
sus,69,0.3422936807004914,0.3213592611063771,1000,1.0651433524026699
sus,70,0.31324743895362184,0.3210029299352889,1000,0.9758398124801213
sus,71,0.33994261017550204,0.3212935920417339,1000,1.0580435420926346
sus,72,0.33162361796390394,0.32153912063507445,1000,1.0313632049155061
sus,73,0.3148547621853537,0.3215925345494073,1000,0.9790487289342892
