score_type,surp2,sus_1,sus_3,sus_4,sus_4b
surp2,1.0,0.6209955628962538,0.35754373917870286,0.35563873390912454,0.39019513742266076
sus_1,0.6209955628962538,1.0,0.8516792454377947,0.8425222851220264,0.8695221385655967
sus_3,0.35754373917870286,0.8516792454377947,1.0,0.9847839006266326,0.9831616839180304
sus_4,0.35563873390912454,0.8425222851220264,0.9847839006266326,1.0,0.9965770396930648
sus_4b,0.39019513742266076,0.8695221385655967,0.9831616839180304,0.9965770396930648,1.0
