listener,psi_star,alpha,c,switch_type,theta_star,mean_abias,abias_r150,std_150
cred,high,1.5,2.0,hard,0.1,0.07136762503368987,0.041960937778155,0.015085229640089893
cred,high,1.5,2.0,hard,0.3,0.021672290807962416,0.00025477220614750586,0.002276013488760024
cred,high,1.5,2.0,hard,0.5,0.06728066410952144,0.04324125995238622,0.022049040339576702
cred,high,1.5,2.0,hard,0.7,0.01893357126712801,0.0034221837917964033,0.006076310652254809
cred,high,1.5,2.0,hard,0.9,0.04132963004046018,0.02784958680470787,0.014596821454688325
cred,high,1.5,2.0,hard_amnesic,0.1,0.07136762503368987,0.041960937778155,0.015085229640089893
cred,high,1.5,2.0,hard_amnesic,0.3,0.021672290807962416,0.00025477220614750586,0.002276013488760024
cred,high,1.5,2.0,hard_amnesic,0.5,0.06728066410952144,0.04324125995238622,0.022049040339576702
cred,high,1.5,2.0,hard_amnesic,0.7,0.01893357126712801,0.0034221837917964033,0.006076310652254809
cred,high,1.5,2.0,hard_amnesic,0.9,0.04132963004046018,0.02784958680470787,0.014596821454688325
cred,high,1.5,2.0,soft,0.1,0.07136762503368987,0.041960937778155,0.015085229640089893
cred,high,1.5,2.0,soft,0.3,0.021672290807962416,0.00025477220614750586,0.002276013488760024
cred,high,1.5,2.0,soft,0.5,0.06728066410952144,0.04324125995238622,0.022049040339576702
cred,high,1.5,2.0,soft,0.7,0.01893357126712801,0.0034221837917964033,0.006076310652254809
cred,high,1.5,2.0,soft,0.9,0.04132963004046018,0.02784958680470787,0.014596821454688325
cred,high,1.5,3.5,hard,0.1,0.07136762503368987,0.041960937778155,0.015085229640089893
cred,high,1.5,3.5,hard,0.3,0.021672290807962416,0.00025477220614750586,0.002276013488760024
cred,high,1.5,3.5,hard,0.5,0.06728066410952144,0.04324125995238622,0.022049040339576702
cred,high,1.5,3.5,hard,0.7,0.01893357126712801,0.0034221837917964033,0.006076310652254809
cred,high,1.5,3.5,hard,0.9,0.04132963004046018,0.02784958680470787,0.014596821454688325
cred,high,1.5,3.5,hard_amnesic,0.1,0.07136762503368987,0.041960937778155,0.015085229640089893
cred,high,1.5,3.5,hard_amnesic,0.3,0.021672290807962416,0.00025477220614750586,0.002276013488760024
cred,high,1.5,3.5,hard_amnesic,0.5,0.06728066410952144,0.04324125995238622,0.022049040339576702
cred,high,1.5,3.5,hard_amnesic,0.7,0.01893357126712801,0.0034221837917964033,0.006076310652254809
cred,high,1.5,3.5,hard_amnesic,0.9,0.04132963004046018,0.02784958680470787,0.014596821454688325
cred,high,1.5,3.5,soft,0.1,0.07136762503368987,0.041960937778155,0.015085229640089893
cred,high,1.5,3.5,soft,0.3,0.021672290807962416,0.00025477220614750586,0.002276013488760024
cred,high,1.5,3.5,soft,0.5,0.06728066410952144,0.04324125995238622,0.022049040339576702
cred,high,1.5,3.5,soft,0.7,0.01893357126712801,0.0034221837917964033,0.006076310652254809
cred,high,1.5,3.5,soft,0.9,0.04132963004046018,0.02784958680470787,0.014596821454688325
cred,high,3.0,2.0,hard,0.1,0.10966310161683296,0.09279517556230227,0.005667076114984108
cred,high,3.0,2.0,hard,0.3,0.0338287852310472,0.0007731256882349583,0.003304664204309423
cred,high,3.0,2.0,hard,0.5,0.09048308932946789,0.0592028945684433,0.02000423351419158
cred,high,3.0,2.0,hard,0.7,0.017768930451737542,0.0032874951759974532,0.007367200820165939
cred,high,3.0,2.0,hard,0.9,0.07342893933587606,0.07294038136800134,0.016160723169847794
cred,high,3.0,2.0,hard_amnesic,0.1,0.10966310161683296,0.09279517556230227,0.005667076114984108
cred,high,3.0,2.0,hard_amnesic,0.3,0.0338287852310472,0.0007731256882349583,0.003304664204309423
cred,high,3.0,2.0,hard_amnesic,0.5,0.09048308932946789,0.0592028945684433,0.02000423351419158
cred,high,3.0,2.0,hard_amnesic,0.7,0.017768930451737542,0.0032874951759974532,0.007367200820165939
cred,high,3.0,2.0,hard_amnesic,0.9,0.07342893933587606,0.07294038136800134,0.016160723169847794
cred,high,3.0,2.0,soft,0.1,0.10966310161683296,0.09279517556230227,0.005667076114984108
cred,high,3.0,2.0,soft,0.3,0.0338287852310472,0.0007731256882349583,0.003304664204309423
cred,high,3.0,2.0,soft,0.5,0.09048308932946789,0.0592028945684433,0.02000423351419158
cred,high,3.0,2.0,soft,0.7,0.017768930451737542,0.0032874951759974532,0.007367200820165939
cred,high,3.0,2.0,soft,0.9,0.07342893933587606,0.07294038136800134,0.016160723169847794
