listener,psi_star,alpha,c,switch_type,mean_abias,abias_r150,std_150
cred,high,1.5,2.0,hard,0.04411675625175239,0.023345748106638604,0.01201668311507395
cred,high,1.5,2.0,hard_amnesic,0.04411675625175239,0.023345748106638604,0.01201668311507395
cred,high,1.5,2.0,soft,0.04411675625175239,0.023345748106638604,0.01201668311507395
cred,high,1.5,3.5,hard,0.04411675625175239,0.023345748106638604,0.01201668311507395
cred,high,1.5,3.5,hard_amnesic,0.04411675625175239,0.023345748106638604,0.01201668311507395
cred,high,1.5,3.5,soft,0.04411675625175239,0.023345748106638604,0.01201668311507395
cred,high,3.0,2.0,hard,0.06503456919299233,0.04579981447259586,0.01050077956469977
cred,high,3.0,2.0,hard_amnesic,0.06503456919299233,0.04579981447259586,0.01050077956469977
cred,high,3.0,2.0,soft,0.06503456919299233,0.04579981447259586,0.01050077956469977
cred,high,3.0,3.5,hard,0.06503456919299233,0.04579981447259586,0.01050077956469977
cred,high,3.0,3.5,hard_amnesic,0.06503456919299233,0.04579981447259586,0.01050077956469977
cred,high,3.0,3.5,soft,0.06503456919299233,0.04579981447259586,0.01050077956469977
cred,high,10.0,2.0,hard,0.10637189977626008,0.08882601365447046,0.011186880409096982
cred,high,10.0,2.0,hard_amnesic,0.10637189977626008,0.08882601365447046,0.011186880409096982
cred,high,10.0,2.0,soft,0.10637189977626008,0.08882601365447046,0.011186880409096982
cred,high,10.0,3.5,hard,0.10637189977626008,0.08882601365447046,0.011186880409096982
cred,high,10.0,3.5,hard_amnesic,0.10637189977626008,0.08882601365447046,0.011186880409096982
cred,high,10.0,3.5,soft,0.10637189977626008,0.08882601365447046,0.011186880409096982
cred,inf,1.5,2.0,hard,0.014204758809308212,0.0018670801321665452,0.003074072347339621
cred,inf,1.5,2.0,hard_amnesic,0.014204758809308212,0.0018670801321665452,0.003074072347339621
cred,inf,1.5,2.0,soft,0.014204758809308212,0.0018670801321665452,0.003074072347339621
cred,inf,1.5,3.5,hard,0.014204758809308212,0.0018670801321665452,0.003074072347339621
cred,inf,1.5,3.5,hard_amnesic,0.014204758809308212,0.0018670801321665452,0.003074072347339621
cred,inf,1.5,3.5,soft,0.014204758809308212,0.0018670801321665452,0.003074072347339621
cred,inf,3.0,2.0,hard,0.011327747703923122,0.0003226644843816773,0.0010922809453581274
cred,inf,3.0,2.0,hard_amnesic,0.011327747703923122,0.0003226644843816773,0.0010922809453581274
cred,inf,3.0,2.0,soft,0.011327747703923122,0.0003226644843816773,0.0010922809453581274
cred,inf,3.0,3.5,hard,0.011327747703923122,0.0003226644843816773,0.0010922809453581274
cred,inf,3.0,3.5,hard_amnesic,0.011327747703923122,0.0003226644843816773,0.0010922809453581274
cred,inf,3.0,3.5,soft,0.011327747703923122,0.0003226644843816773,0.0010922809453581274
cred,inf,10.0,2.0,hard,0.01159212423026562,0.0003710166762272545,0.0009010405968218656
cred,inf,10.0,2.0,hard_amnesic,0.01159212423026562,0.0003710166762272545,0.0009010405968218656
cred,inf,10.0,2.0,soft,0.01159212423026562,0.0003710166762272545,0.0009010405968218656
cred,inf,10.0,3.5,hard,0.01159212423026562,0.0003710166762272545,0.0009010405968218656
cred,inf,10.0,3.5,hard_amnesic,0.01159212423026562,0.0003710166762272545,0.0009010405968218656
cred,inf,10.0,3.5,soft,0.01159212423026562,0.0003710166762272545,0.0009010405968218656
cred,low,1.5,2.0,hard,0.04231391511423721,0.02086199157436689,0.010695315270339355
cred,low,1.5,2.0,hard_amnesic,0.04231391511423721,0.02086199157436689,0.010695315270339355
cred,low,1.5,2.0,soft,0.04231391511423721,0.02086199157436689,0.010695315270339355
cred,low,1.5,3.5,hard,0.04231391511423721,0.02086199157436689,0.010695315270339355
cred,low,1.5,3.5,hard_amnesic,0.04231391511423721,0.02086199157436689,0.010695315270339355
cred,low,1.5,3.5,soft,0.04231391511423721,0.02086199157436689,0.010695315270339355
cred,low,3.0,2.0,hard,0.06384857322411405,0.048038315122326224,0.010496234571720987
cred,low,3.0,2.0,hard_amnesic,0.06384857322411405,0.048038315122326224,0.010496234571720987
cred,low,3.0,2.0,soft,0.06384857322411405,0.048038315122326224,0.010496234571720987
cred,low,3.0,3.5,hard,0.06384857322411405,0.048038315122326224,0.010496234571720987
cred,low,3.0,3.5,hard_amnesic,0.06384857322411405,0.048038315122326224,0.010496234571720987
cred,low,3.0,3.5,soft,0.06384857322411405,0.048038315122326224,0.010496234571720987
cred,low,10.0,2.0,hard,0.1157239871183369,0.0943692778001229,0.012289486136030519
cred,low,10.0,2.0,hard_amnesic,0.1157239871183369,0.0943692778001229,0.012289486136030519
