score_type,round,emp_var_sus,mean_sb_sq,theo_var_sus,ratio
sus_1,7,0.03906249673562047,0.2568294102852021,0.036689915755028876,1.0646657516586528
sus_1,8,0.032514231086135666,0.2577178345591077,0.03221472931988846,1.0092970443201055
sus_1,9,0.029031004395427874,0.25970251736474476,0.028855835262749416,1.0060704925393231
sus_1,10,0.02586003155078932,0.26159387995797606,0.026159387995797607,0.9885564430996483
sus_1,11,0.023361448579382053,0.26380274096626727,0.02398206736056975,0.9741215479109157
sus_1,12,0.022749484170207394,0.2658409641774258,0.022153413681452152,1.0269064848120586
sus_1,13,0.02059801816618782,0.2679604999320059,0.02061234614861584,0.9993048834749468
sus_1,14,0.01885647304404684,0.26970782421447276,0.019264844586748053,0.9788022404820165
sus_1,15,0.017906479413530896,0.27145834511780137,0.018097223007853425,0.9894600627820216
sus_1,16,0.01690312092045623,0.27302592086145067,0.017064120053840667,0.9905650491864536
sus_1,17,0.01603112084248378,0.27461813546320923,0.01615400796842407,0.9923927779297561
sus_1,18,0.01484537813170635,0.2761361292001693,0.01534089606667607,0.9676995442237498
sus_1,19,0.01437816240563145,0.2774468056431801,0.014602463454904215,0.9846395062062331
sus_1,20,0.013559344014752308,0.27856626580045885,0.013928313290022943,0.9735094072349066
sus_1,21,0.013379537430659361,0.2797141185981233,0.013319719933243965,1.0044908975350224
sus_1,22,0.012819206587040187,0.280842092093883,0.012765549640631046,1.0042032617411443
sus_1,23,0.012248544108539003,0.28192533051998026,0.012257623066086099,0.9992593215260294
sus_1,24,0.011830400966385018,0.28296040823809326,0.011790017009920552,1.003425267022981
sus_1,25,0.01162338464500473,0.28399087409871276,0.01135963496394851,1.0232181475807338
sus_1,26,0.011141665493422333,0.28499323131813037,0.010961278127620398,1.0164567821107824
