score_type,round,emp_var_score,theo_var,ratio
sus_1,72,0.33536164582708416,0.32450389497756355,1.0334595393693853
sus_1,73,0.3404933209324901,0.32447021663814973,1.0493823576794088
sus_1,74,0.32863812998546355,0.3243735680002298,1.013147069940146
sus_1,75,0.3591000999991999,0.32449102435823113,1.1066564959983642
sus_1,76,0.3052522865681383,0.3238503996004456,0.9425719003118325
sus_1,77,0.2919566314162133,0.3235794945686416,0.9022717332735061
sus_1,78,0.32130412024672067,0.3233116049542673,0.9937908671486426
sus_1,79,0.3056557906760801,0.3235047257829114,0.9448263543488115
sus_1,80,0.31090106156921776,0.3234700486715523,0.9611432738395604
sus_1,81,0.30941814837788634,0.3231421633099688,0.9575294824064233
sus_1,82,0.3634870652344225,0.3237647556983397,1.1226888005471884
sus_1,83,0.3058901318401234,0.32338927321826477,0.9458883060529634
sus_1,84,0.3015921890532081,0.32338033796816423,0.9326237672585366
sus_1,85,0.3287957946947491,0.32314950327798664,1.017472690997471
sus_1,86,0.3390217997463345,0.3235834771542873,1.0477104786926004
sus_1,87,0.36567973803262904,0.32359980223863516,1.130036963876024
sus_1,88,0.33517868276003987,0.32349824194915333,1.0361066593144652
sus_1,89,0.3480447147852616,0.32336030443042546,1.0763371694565784
sus_1,90,0.29242606579616154,0.32326105437704805,0.9046127327639013
sus_1,91,0.3057049875315979,0.323302169722726,0.9455704791396234
sus_1,92,0.34355564587689474,0.32351726114187,1.061939151760553
sus_1,93,0.30868362021926254,0.3232122771571844,0.955049179858795
sus_1,94,0.3497704752420653,0.32337682430214487,1.081618869864526
sus_1,95,0.32662756359199946,0.3237177964970654,1.008988591688256
sus_1,96,0.32986866290733174,0.3237295026151697,1.018963857920172
sus_1,97,0.3385872614718356,0.32362873006551285,1.0462212715270818
sus_1,98,0.3139955916056424,0.3240285404120888,0.969036836095713
sus_1,99,0.34654671783552776,0.3242194041096689,1.0688648287019447
sus_1,100,0.3033506265508719,0.324038505530827,0.9361561091449145
sus_1,101,0.32545981448835737,0.32377531651464275,1.0052026757068693
sus_1,102,0.3483751913621242,0.32361461095406807,1.076512554037835
sus_1,103,0.3394549296723994,0.32365413732664705,1.0488199918476724
sus_1,104,0.3100516749140704,0.3238349019099865,0.9574374876993731
sus_1,105,0.32857388123552833,0.32367340807063466,1.015140178472197
sus_1,106,0.33932332492501216,0.32360814027109563,1.0485623898111818
sus_1,107,0.29047428081326554,0.3235011698021527,0.897907976626218
sus_1,108,0.3141390429669619,0.32327747324256917,0.9717319298992716
sus_1,109,0.31675211063897124,0.3234392275823176,0.9793249662592506
sus_1,110,0.3175824031464293,0.32313285284363696,0.9828230102623038
sus_1,111,0.3119042220104199,0.3230200814081659,0.9655877140848711
sus_1,112,0.33848423822862667,0.32261470565434985,1.0491903570920276
sus_1,113,0.34565673922387147,0.3226316398367299,1.0713665262303276
sus_1,114,0.3067933475569739,0.3223104715455507,0.9518565936931285
sus_1,115,0.3171897100528053,0.3221419043782694,0.9846272892220532
sus_1,116,0.3076086849024103,0.3220507591869698,0.9551559067240856
sus_1,117,0.33814654046538484,0.3217757363411688,1.0508764405618782
sus_1,118,0.3021314030633932,0.3218326276253524,0.9387842534570685
sus_1,119,0.34643426379078807,0.3217039872157038,1.0768727698687257
sus_1,120,0.32581545637084314,0.32177372816867067,1.0125607774916099
sus_1,121,0.3371323845759053,0.3216523557583118,1.0481265830654294
sus_1,122,0.3338714504882598,0.32159935196212275,1.0381595872356808
sus_1,123,0.3270764950449899,0.32156443424347486,1.017141388208814
sus_1,124,0.3020208867515271,0.3213106682302196,0.9399653251946452
sus_1,125,0.3112073977133466,0.3213972158603242,0.9682952507236217
sus_1,126,0.3244803390668045,0.32100685054062256,1.0108206056049336
sus_1,127,0.33338261640849026,0.32098725304029824,1.0386163726153819
sus_1,128,0.32927855020729413,0.3210016233820758,1.0257846883701478
