psi_star,alpha,c,switch_type,rate,n,median_tau,mean_tau
high,3.0,2.0,hard_amnesic,0.9733333333333334,300,5.0,16.246575342465754
high,3.0,3.5,hard_amnesic,0.91,300,22.0,29.882783882783883
inf,3.0,2.0,hard_amnesic,0.7633333333333333,300,29.0,41.17467248908297
inf,3.0,3.5,hard_amnesic,0.4,300,79.0,78.95833333333333
low,3.0,2.0,hard_amnesic,0.98,300,5.5,15.054421768707483
low,3.0,3.5,hard_amnesic,0.9166666666666666,300,21.0,31.476363636363637
