listener,psi_star,alpha,c,switch_type,theta_star,mean_abias,abias_r150,std_150
cred,high,3.0,2.0,hard_amnesic,0.1,0.11126219780246419,0.09066256694495678,0.006655385747179329
cred,high,3.0,2.0,hard_amnesic,0.3,0.02504653361870183,3.942708174387207e-05,0.001036692708657938
cred,high,3.0,2.0,hard_amnesic,0.5,0.09487132567663988,0.07106852233409881,0.02018181172509988
cred,high,3.0,2.0,hard_amnesic,0.7,0.01860083626177579,0.0038389259576797913,0.005705024447767452
cred,high,3.0,2.0,hard_amnesic,0.9,0.06571207838588293,0.06504876414934796,0.012697903807907095
cred,high,3.0,3.5,hard_amnesic,0.1,0.11093119229541885,0.09413612174491087,0.004441719659462251
cred,high,3.0,3.5,hard_amnesic,0.3,0.029219642197092374,0.0003525090217590269,0.002082412555804088
cred,high,3.0,3.5,hard_amnesic,0.5,0.09701293810539775,0.07184600134690602,0.018017455527054457
cred,high,3.0,3.5,hard_amnesic,0.7,0.02095432655678858,0.004972437620163002,0.007312836062313485
cred,high,3.0,3.5,hard_amnesic,0.9,0.05659492862224581,0.05349519153436027,0.015325974738091948
cred,inf,3.0,2.0,hard_amnesic,0.1,0.0072204156269629755,7.202227904808586e-09,4.260801664601743e-06
cred,inf,3.0,2.0,hard_amnesic,0.3,0.015214001293977104,0.00011124481757482188,0.0013450576609102427
cred,inf,3.0,2.0,hard_amnesic,0.5,0.013255023141702016,0.00013236751159032185,0.0016870449071575422
cred,inf,3.0,2.0,hard_amnesic,0.7,0.01491956648627916,0.00018491725126901226,0.0011633272400104033
cred,inf,3.0,2.0,hard_amnesic,0.9,0.005487801167700048,2.384185793236071e-08,9.435395784684886e-07
cred,inf,3.0,3.5,hard_amnesic,0.1,0.005575608026650212,1.4901161138336505e-09,2.0550250573273902e-07
cred,inf,3.0,3.5,hard_amnesic,0.3,0.015048012587593662,8.393178383509504e-05,0.0011157440689809543
cred,inf,3.0,3.5,hard_amnesic,0.5,0.01316508549782965,0.00032943735520044964,0.00276864000261412
cred,inf,3.0,3.5,hard_amnesic,0.7,0.013860775363445273,3.4739573796575365e-05,0.0008555089854174488
cred,inf,3.0,3.5,hard_amnesic,0.9,0.004999988502926319,2.384185793236071e-08,7.973248581076102e-07
cred,low,3.0,2.0,hard_amnesic,0.1,0.06138372027708426,0.06509912957747777,0.018620873665167893
cred,low,3.0,2.0,hard_amnesic,0.3,0.018204119216071228,0.005309120168288539,0.009019326967912395
cred,low,3.0,2.0,hard_amnesic,0.5,0.09261932590603829,0.07290220359961191,0.017657169775338842
cred,low,3.0,2.0,hard_amnesic,0.7,0.028771264731884006,0.0018293857574463112,0.0022404868903928826
cred,low,3.0,2.0,hard_amnesic,0.9,0.10623733343680702,0.08741511305173241,0.005987545903053615
cred,low,3.0,3.5,hard_amnesic,0.1,0.06311361924807232,0.05868813705941041,0.014948487023108708
cred,low,3.0,3.5,hard_amnesic,0.3,0.02176355086449119,0.00313168168067931,0.006515817042600247
cred,low,3.0,3.5,hard_amnesic,0.5,0.09688041752907965,0.07399825155735015,0.019574099822784775
cred,low,3.0,3.5,hard_amnesic,0.7,0.03500864225758446,0.0016787000497182328,0.003322478304896019
cred,low,3.0,3.5,hard_amnesic,0.9,0.10751598973406688,0.09062423507372541,0.005361145271732918
switch,high,3.0,2.0,hard_amnesic,0.1,0.04748714600917366,0.0065325058996677345,0.007750897283967836
switch,high,3.0,2.0,hard_amnesic,0.3,0.04655927753051122,0.020606394310792295,0.02598184955713805
switch,high,3.0,2.0,hard_amnesic,0.5,0.0518603119171328,0.01764589051405589,0.02626065069343895
switch,high,3.0,2.0,hard_amnesic,0.7,0.03032277669111889,0.010684516032536832,0.022753519448572963
switch,high,3.0,2.0,hard_amnesic,0.9,0.02526149074236554,0.0007560461759567483,0.002977029637349915
switch,high,3.0,3.5,hard_amnesic,0.1,0.06200118640727467,0.008904898290832831,0.00942399842900746
