theta_star,psi_star,alpha,c,switch_type,bin,n,n_pers_only,n_inf_only,n_both,n_neither,sum_p_pers,sum_p_inf
0.5,high,1.5,3.5,soft,0,118,26,16,16,60,42.65692519799347,39.577873385666564
0.5,high,1.5,3.5,soft,1,291,56,46,46,143,101.45344086304479,97.28684674450913
0.5,high,1.5,3.5,soft,2,758,132,123,133,370,262.36050038684016,251.9346284657163
0.5,high,1.5,3.5,soft,3,1216,204,217,204,591,416.895121614648,403.12996819339077
0.5,high,1.5,3.5,soft,4,721,131,114,121,355,244.14848305785267,240.1593634251839
0.5,high,1.5,3.5,soft,5,300,58,50,47,145,100.67658575497636,99.31137078484917
0.5,high,3.0,2.0,hard,0,81,14,7,17,43,30.25438351885517,25.6218645638268
0.5,high,3.0,2.0,hard,1,53,10,7,10,26,18.974226027250566,16.543887247466152
0.5,high,3.0,2.0,hard,2,94,15,13,21,45,34.409319658790494,30.96057774014975
0.5,high,3.0,2.0,hard,3,77,16,13,10,38,27.090194913532113,24.364907837360192
0.5,high,3.0,2.0,hard,4,42,6,4,8,24,15.29775027281066,16.219915597530623
0.5,high,3.0,2.0,hard,5,63,11,14,13,25,28.372632919411735,20.64440156109865
0.5,high,3.0,2.0,soft,0,61,10,10,13,28,23.566372581424044,19.963012510600322
0.5,high,3.0,2.0,soft,1,55,11,6,12,26,19.45811800401645,17.527306929163824
0.5,high,3.0,2.0,soft,2,80,17,9,14,40,29.28326930912234,25.60199140713515
0.5,high,3.0,2.0,soft,3,123,12,19,24,68,43.254852099525536,39.59200052012122
0.5,high,3.0,2.0,soft,4,49,8,10,9,22,17.30705775614444,15.843517319584935
0.5,high,3.0,2.0,soft,5,55,14,6,13,22,25.302963318542645,18.3428701931713
0.5,high,3.0,3.5,hard,0,60,13,11,4,32,22.36574496644997,18.43122304403968
0.5,high,3.0,3.5,hard,1,70,9,9,8,44,25.767317260467454,23.095274985703732
0.5,high,3.0,3.5,hard,2,117,25,20,15,57,42.73474018216407,37.57289359839194
0.5,high,3.0,3.5,hard,3,245,48,34,39,124,91.57204382096597,77.93985297381204
0.5,high,3.0,3.5,hard,4,174,37,26,30,81,63.960002981453684,56.56998383907262
0.5,high,3.0,3.5,hard,5,95,15,18,19,43,36.10548186025571,37.963234233712456
0.5,high,3.0,3.5,soft,0,61,12,3,14,32,23.968725231893263,19.942674942314753
0.5,high,3.0,3.5,soft,1,91,10,10,17,54,32.468664656908416,29.609688718178823
0.5,high,3.0,3.5,soft,2,215,34,28,43,110,76.3135693708025,68.30053774715248
0.5,high,3.0,3.5,soft,3,396,73,44,91,188,144.76153240025383,129.3307102438208
0.5,high,3.0,3.5,soft,4,252,45,37,49,121,89.86127135306697,82.20918216916768
0.5,high,3.0,3.5,soft,5,141,17,27,29,68,50.286009671002105,46.49525321411535
0.5,high,10.0,2.0,hard,0,60,12,1,14,33,23.426110548584973,14.765439982998895
0.5,high,10.0,2.0,hard,1,13,4,0,2,7,5.046732872953295,2.8584194781083982
0.5,high,10.0,2.0,hard,2,12,3,2,2,5,3.8092680620233375,4.655901806037854
0.5,high,10.0,2.0,hard,3,58,14,11,13,20,23.866962773389552,28.298246336130443
0.5,high,10.0,2.0,hard,4,9,2,5,1,1,2.306432505250098,5.737783292046061
0.5,high,10.0,2.0,hard,5,8,1,4,1,2,2.983244534263861,3.9247209084590655
0.5,high,10.0,2.0,soft,0,43,11,2,8,22,18.780693689648963,8.107959941674384
0.5,high,10.0,2.0,soft,1,11,4,1,0,6,4.183554220118404,2.6193706014041362
0.5,high,10.0,2.0,soft,2,6,1,0,2,3,2.476457331787472,1.555771747938469
0.5,high,10.0,2.0,soft,3,20,4,0,8,8,7.787797428239241,5.255782092140569
0.5,high,10.0,2.0,soft,4,1,0,0,1,0,0.3359784302601747,0.3359784302601747
0.5,high,10.0,2.0,soft,5,7,3,0,0,4,2.870578280750511,1.4314049913323519
0.5,high,10.0,3.5,hard,0,45,8,1,7,29,17.96221732456954,9.075634647397715
0.5,high,10.0,3.5,hard,1,5,1,0,1,3,2.476112491012503,1.7488661633667926
0.5,high,10.0,3.5,hard,2,28,5,2,5,16,9.975780025921264,9.427920510681503
0.5,high,10.0,3.5,hard,3,80,16,15,27,22,37.242685642108846,42.837148639655226
0.5,high,10.0,3.5,hard,4,67,9,7,16,35,23.515548353621906,30.22283026201894
0.5,high,10.0,3.5,hard,5,48,3,14,20,11,21.56329145633802,31.256788019230918
0.5,high,10.0,3.5,soft,0,40,6,2,6,26,15.530402433807073,8.948526916104779
0.5,high,10.0,3.5,soft,1,6,1,1,3,1,2.0760765539000543,1.84784703649236
0.5,high,10.0,3.5,soft,2,19,5,1,3,10,7.211576765328185,4.628568237380206
0.5,high,10.0,3.5,soft,3,12,3,1,0,8,4.771192402368259,3.271093295819848
0.5,high,10.0,3.5,soft,4,16,2,1,3,10,7.249081633763911,4.249264530111871
0.5,high,10.0,3.5,soft,5,6,2,0,0,4,2.6043193190428293,1.019142288604226
0.5,low,1.5,2.0,hard,0,145,26,25,17,77,51.48387175954713,47.352160232355516
0.5,low,1.5,2.0,hard,1,166,21,29,35,81,58.127042774644146,55.30317803977002
0.5,low,1.5,2.0,hard,2,247,33,44,45,125,85.85117046421249,82.62540805235426
0.5,low,1.5,2.0,hard,3,294,57,49,47,141,103.10735536012044,97.55954651994206
0.5,low,1.5,2.0,hard,4,165,40,24,30,71,57.48221065317984,54.10422160662545
0.5,low,1.5,2.0,hard,5,84,17,13,19,35,29.556146964788894,27.64079877271872
0.5,low,1.5,2.0,soft,0,153,24,22,27,80,55.08024066527226,51.66473909456489
0.5,low,1.5,2.0,soft,1,194,33,34,31,96,68.3122722638881,64.55556173485319
0.5,low,1.5,2.0,soft,2,309,46,56,56,151,107.02006002147623,103.15490475383199
0.5,low,1.5,2.0,soft,3,375,65,73,73,164,130.34937214382686,124.17103426283012
0.5,low,1.5,2.0,soft,4,186,28,33,28,97,64.29947218217701,62.238513186826346
0.5,low,1.5,2.0,soft,5,90,15,16,21,38,31.256881489980618,29.64090466049259
0.5,low,1.5,3.5,hard,0,139,29,19,31,60,49.18303519003702,45.975016367703645
0.5,low,1.5,3.5,hard,1,291,44,39,59,149,100.59958335298003,96.54275503799231
0.5,low,1.5,3.5,hard,2,787,128,115,153,391,270.15604408035665,259.9797695703108
0.5,low,1.5,3.5,hard,3,1134,185,180,192,577,386.75281520571923,374.8824261693185
0.5,low,1.5,3.5,hard,4,765,112,122,145,386,258.3245913736147,253.4878808730627
0.5,low,1.5,3.5,hard,5,312,48,45,48,171,106.3489290074382,105.30373949562463
0.5,low,1.5,3.5,soft,0,182,31,24,38,89,63.50924587107818,60.16707643567239
0.5,low,1.5,3.5,soft,1,324,52,43,65,164,111.71928779938554,107.22741065258117
0.5,low,1.5,3.5,soft,2,711,113,104,118,376,245.64175495288433,235.84680016109337
0.5,low,1.5,3.5,soft,3,1210,179,190,224,617,412.9519370061623,401.0865884631685
0.5,low,1.5,3.5,soft,4,810,133,139,131,407,273.7193314591728,268.4306048919833
0.5,low,1.5,3.5,soft,5,409,53,79,80,197,138.1267467556992,136.22878642519652
0.5,low,3.0,2.0,hard,0,125,25,20,23,57,47.74142224909558,40.68065820192558
0.5,low,3.0,2.0,hard,1,57,7,16,11,23,20.950971371948118,19.353475478860982
0.5,low,3.0,2.0,hard,2,78,13,16,12,37,28.274645730921506,25.052571195789834
0.5,low,3.0,2.0,hard,3,87,19,11,14,43,30.489219643739993,27.89394937763516
0.5,low,3.0,2.0,hard,4,34,8,3,10,13,12.324873565926637,11.39663409356666
0.5,low,3.0,2.0,hard,5,61,16,4,14,27,27.045210921939752,20.936919295601413
0.5,low,3.0,2.0,soft,0,79,23,9,17,30,29.20289523716435,23.04773657202013
0.5,low,3.0,2.0,soft,1,72,10,5,12,45,25.093095694779432,22.633757938478613
0.5,low,3.0,2.0,soft,2,160,24,26,31,79,57.51553419803337,51.4825214089211
0.5,low,3.0,2.0,soft,3,124,26,11,26,61,43.26204567774619,39.825173390486
0.5,low,3.0,2.0,soft,4,62,16,8,14,24,21.33304758210416,19.89907571568747
0.5,low,3.0,2.0,soft,5,73,15,11,16,31,30.119703115782617,24.02390466380312
0.5,low,3.0,3.5,hard,0,74,10,7,16,41,26.864649885557906,22.839996908855873
0.5,low,3.0,3.5,hard,1,60,13,10,8,29,21.73806027489448,19.016316952896865
0.5,low,3.0,3.5,hard,2,127,27,20,18,62,45.91840413333096,39.256496428715586
0.5,low,3.0,3.5,hard,3,269,54,33,48,134,100.81684971677673,86.55983980665827
0.5,low,3.0,3.5,hard,4,209,34,28,31,116,76.36996979558833,69.5022475261702
0.5,low,3.0,3.5,hard,5,119,20,15,32,52,45.832537380351525,44.68058776886582
0.5,low,3.0,3.5,soft,0,61,14,9,15,23,22.52521299116459,17.91217105768719
0.5,low,3.0,3.5,soft,1,116,26,19,21,50,41.23808014872506,36.592655368416175
0.5,low,3.0,3.5,soft,2,185,30,28,30,97,66.27524745922801,57.50704754395417
0.5,low,3.0,3.5,soft,3,316,58,32,75,151,117.71356664218453,104.87220448886293
0.5,low,3.0,3.5,soft,4,209,36,29,35,109,75.21801956556877,68.3831266268742
0.5,low,3.0,3.5,soft,5,106,15,21,16,54,38.15194283165577,34.59087620042487
0.5,low,10.0,2.0,hard,0,38,7,1,5,25,13.00717381678593,7.395987817909166
0.5,low,10.0,2.0,hard,1,10,4,1,2,3,4.043539703665801,2.3416190266312715
0.5,low,10.0,2.0,hard,2,17,4,4,7,2,8.12616544679967,8.072962812378863
0.5,low,10.0,2.0,hard,3,33,8,7,7,11,14.939116255688724,15.132722463829886
0.5,low,10.0,2.0,hard,4,6,0,1,2,3,2.0575628095608125,2.349981893400612
0.5,low,10.0,2.0,hard,5,7,1,1,2,3,3.780238716453768,3.9331890387328174
0.5,low,10.0,2.0,soft,0,33,11,0,3,19,14.284390656023565,4.967137540619856
0.5,low,10.0,2.0,soft,1,2,0,0,2,0,0.6666667026922578,0.6666667026922578
0.5,low,10.0,2.0,soft,2,3,1,0,0,2,1.1616216297687967,0.6400689881405502
0.5,low,10.0,2.0,soft,3,16,1,1,1,13,6.771319512062085,3.034394919118877
0.5,low,10.0,2.0,soft,4,2,1,0,0,1,0.8910182050239087,0.4271966707190658
0.5,low,10.0,2.0,soft,5,0,0,0,0,0,0.0,0.0
0.5,low,10.0,3.5,hard,0,46,9,2,9,26,17.831422500956705,10.245234104846883
0.5,low,10.0,3.5,hard,1,19,4,3,3,9,7.828960681565006,4.782434482884336
0.5,low,10.0,3.5,hard,2,34,6,4,9,15,12.096460295949337,9.936524449345725
0.5,low,10.0,3.5,hard,3,108,12,24,29,43,43.18528879392084,50.1899456681441
0.5,low,10.0,3.5,hard,4,99,10,16,30,43,36.20663609170249,42.07153966914613
0.5,low,10.0,3.5,hard,5,42,3,8,20,11,22.05828538891188,28.09881435348583
0.5,low,10.0,3.5,soft,0,24,9,0,1,14,10.658365226542283,2.683303949069031
0.5,low,10.0,3.5,soft,1,4,1,0,0,3,1.6964643850457053,0.6070712686303309
0.5,low,10.0,3.5,soft,2,15,4,0,3,8,5.697367359882281,3.5614298276502407
0.5,low,10.0,3.5,soft,3,12,3,0,0,9,4.701917505020149,2.6794007959217048
0.5,low,10.0,3.5,soft,4,23,4,1,5,13,9.064961300263214,4.968314056613715
0.5,low,10.0,3.5,soft,5,8,2,0,1,5,3.3490492672617544,1.4940529340707664
0.7,high,1.5,2.0,hard,0,201,19,18,42,122,67.027191017881,65.68074395621613
0.7,high,1.5,2.0,hard,1,240,30,30,44,136,79.16693873260346,78.28874267379462
0.7,high,1.5,2.0,hard,2,471,71,71,93,236,155.0128912593642,153.73751080723326
0.7,high,1.5,2.0,hard,3,652,70,64,146,372,217.80451049715282,216.26933358338056
0.7,high,1.5,2.0,hard,4,482,44,41,130,267,158.8085837900963,158.0116252251873
0.7,high,1.5,2.0,hard,5,214,17,13,53,131,71.35436911259593,70.80276907602689
0.7,high,1.5,2.0,soft,0,204,20,26,43,115,67.97105943218587,66.85141246535636
0.7,high,1.5,2.0,soft,1,244,22,19,63,140,80.46571604380352,79.79574152536831
0.7,high,1.5,2.0,soft,2,444,61,42,99,242,146.58254249635922,144.60053857422474
0.7,high,1.5,2.0,soft,3,693,75,73,169,376,230.60172379829703,228.77611302302523
0.7,high,1.5,2.0,soft,4,397,34,39,88,236,131.20089317672156,130.7393755839949
0.7,high,1.5,2.0,soft,5,182,18,20,36,108,60.059509193306425,59.60648703449395
0.7,high,1.5,3.5,hard,0,225,23,20,56,126,74.94635676638302,73.78395593515863
0.7,high,1.5,3.5,hard,1,504,42,39,122,301,167.1151906819752,164.86804123768167
0.7,high,1.5,3.5,hard,2,1400,152,143,343,762,462.03504305178836,459.13618995608476
0.7,high,1.5,3.5,hard,3,2391,188,209,569,1425,784.7317293987383,781.0593263666673
0.7,high,1.5,3.5,hard,4,1433,77,75,367,914,466.8850222276084,465.9940893738378
0.7,high,1.5,3.5,hard,5,686,37,51,179,419,224.94675905289876,224.66987682602533
0.7,high,1.5,3.5,soft,0,170,16,6,42,106,57.89367849053873,56.71428522904795
0.7,high,1.5,3.5,soft,1,696,66,75,166,389,230.41337949811975,227.12837803569167
0.7,high,1.5,3.5,soft,2,1599,125,151,378,945,528.7789087294714,524.739805782584
0.7,high,1.5,3.5,soft,3,2388,173,162,613,1440,784.6238940406271,781.2898233287515
0.7,high,1.5,3.5,soft,4,1237,60,61,326,790,406.1767094500975,405.025610842003
0.7,high,1.5,3.5,soft,5,565,27,23,153,362,184.76357843041367,184.4723871396738
0.7,high,3.0,2.0,hard,0,253,16,17,63,157,83.84085511463505,81.14401461491539
0.7,high,3.0,2.0,hard,1,237,19,22,52,144,77.84766747584882,76.254781192841
0.7,high,3.0,2.0,hard,2,394,19,28,97,250,130.00215172805463,127.94199353318258
0.7,high,3.0,2.0,hard,3,580,46,46,143,345,191.19946021404024,189.24284846210332
0.7,high,3.0,2.0,hard,4,404,45,53,86,220,133.1092482620627,132.233238635596
0.7,high,3.0,2.0,hard,5,193,14,13,57,109,69.19733780898578,67.57890318150939
0.7,high,3.0,2.0,soft,0,354,53,51,71,179,117.6402686668114,114.11293011183727
0.7,high,3.0,2.0,soft,1,235,24,32,51,128,77.89275674138514,76.61022124835532
0.7,high,3.0,2.0,soft,2,347,42,28,78,199,114.23094852672544,112.80903961129735
0.7,high,3.0,2.0,soft,3,387,51,44,65,227,127.4986285197417,125.61541628541934
0.7,high,3.0,2.0,soft,4,226,29,23,36,138,74.13457503242977,72.6526804131619
0.7,high,3.0,2.0,soft,5,132,10,9,37,76,49.63067038480312,48.97891428532096
0.7,high,3.0,3.5,hard,0,143,17,8,26,92,47.967751306825264,45.07645332972567
0.7,high,3.0,3.5,hard,1,380,40,32,79,229,125.23287391125496,122.79940997427956
0.7,high,3.0,3.5,hard,2,975,100,77,235,563,320.705840085633,317.261614140486
0.7,high,3.0,3.5,hard,3,1745,165,162,382,1036,577.7406370211392,571.3885157559064
0.7,high,3.0,3.5,hard,4,1120,106,91,284,639,370.0291593486761,368.0008841336605
0.7,high,3.0,3.5,hard,5,342,41,28,76,197,115.57707796331508,114.15562020308974
0.7,high,3.0,3.5,soft,0,343,35,36,78,194,114.84473442944014,110.7683729586896
0.7,high,3.0,3.5,soft,1,727,97,75,152,403,240.81328541525153,237.57305873574234
0.7,high,3.0,3.5,soft,2,1571,135,162,383,891,514.994055198537,510.2881924694952
0.7,high,3.0,3.5,soft,3,1457,110,106,390,851,483.75595578887123,479.9752706196569
0.7,high,3.0,3.5,soft,4,984,79,91,223,591,324.30456594308714,321.91098222764
0.7,high,3.0,3.5,soft,5,328,22,32,75,199,108.0397537887076,107.55331592462936
0.7,high,10.0,2.0,hard,0,102,12,5,24,61,38.91678170105057,36.70372628121518
0.7,high,10.0,2.0,hard,1,57,7,8,14,28,19.72728042982259,17.37119734795136
0.7,high,10.0,2.0,hard,2,74,8,12,13,41,25.286884323343397,24.18209360462667
0.7,high,10.0,2.0,hard,3,134,6,14,47,67,58.75662764084087,57.108753999466515
0.7,high,10.0,2.0,hard,4,55,2,5,15,33,22.720518988707923,22.49083840083876
0.7,high,10.0,2.0,hard,5,36,6,8,9,13,16.20305852243857,17.34368435480601
0.7,high,10.0,2.0,soft,0,90,12,9,18,51,32.60900571610477,27.046579673566374
0.7,high,10.0,2.0,soft,1,29,4,3,4,18,10.12673837344754,8.73654326010435
0.7,high,10.0,2.0,soft,2,27,9,3,3,12,9.248300017208205,8.143717905319933
0.7,high,10.0,2.0,soft,3,52,8,10,9,25,18.518919868083938,15.27742481104616
0.7,high,10.0,2.0,soft,4,16,4,3,3,6,5.425349964456615,5.122100602582619
0.7,high,10.0,2.0,soft,5,7,1,1,0,5,2.3605579777134187,2.3054650356856805
0.7,high,10.0,3.5,hard,0,101,19,11,22,49,35.44528954931626,30.633744425919982
0.7,high,10.0,3.5,hard,1,69,6,7,15,41,23.50706343582985,21.85080621148826
0.7,high,10.0,3.5,hard,2,130,17,14,27,72,46.15230999886204,43.547504446209025
0.7,high,10.0,3.5,hard,3,270,35,31,64,140,94.7351287565789,91.55386831888109
0.7,high,10.0,3.5,hard,4,240,23,26,46,145,85.56503383656512,84.31727164366876
0.7,high,10.0,3.5,hard,5,116,9,19,40,48,51.819590636418496,54.98657883709379
0.7,high,10.0,3.5,soft,0,80,12,5,20,43,28.897426155969345,23.546624500236547
0.7,high,10.0,3.5,soft,1,34,8,1,8,17,11.74275420484029,10.563169127630594
0.7,high,10.0,3.5,soft,2,73,15,12,11,35,25.556678638441635,21.91440267026166
0.7,high,10.0,3.5,soft,3,96,13,10,21,52,32.54405864213341,30.256600950820275
0.7,high,10.0,3.5,soft,4,75,3,8,19,45,25.58726020864941,23.610366242603817
0.7,high,10.0,3.5,soft,5,28,4,0,7,17,9.764988813247077,8.63800404220491
0.7,low,1.5,2.0,hard,0,190,42,59,19,70,64.78780208070961,61.87432684983278
0.7,low,1.5,2.0,hard,1,162,40,34,18,70,54.52446593840666,52.41570485151819
0.7,low,1.5,2.0,hard,2,245,58,53,18,116,82.76215347757856,80.40699138383903
0.7,low,1.5,2.0,hard,3,457,120,110,30,197,153.58373867352407,144.73271529188364
0.7,low,1.5,2.0,hard,4,392,117,111,28,136,131.496527492838,127.67359165265208
0.7,low,1.5,2.0,hard,5,147,37,44,12,54,49.82210845819999,46.49421879175867
0.7,low,1.5,2.0,soft,0,86,26,20,3,37,29.658176635869317,26.816575979618005
0.7,low,1.5,2.0,soft,1,174,49,45,16,64,58.77102134570545,56.88305629626037
0.7,low,1.5,2.0,soft,2,244,62,62,24,96,81.78988839378664,78.8262915273213
0.7,low,1.5,2.0,soft,3,430,119,93,35,183,145.5456356147375,136.8953831190237
0.7,low,1.5,2.0,soft,4,282,84,81,14,103,94.9189382792903,90.40758461729692
0.7,low,1.5,2.0,soft,5,119,40,29,3,47,40.493191059035155,37.55177056239475
0.7,low,1.5,3.5,hard,0,147,37,37,14,59,50.38398809532266,47.92153666524426
0.7,low,1.5,3.5,hard,1,406,111,103,23,169,136.11381658552529,131.5936828601717
0.7,low,1.5,3.5,hard,2,1098,267,280,91,460,366.7329270782391,355.518557031295
0.7,low,1.5,3.5,hard,3,1857,480,454,150,773,617.9844885461521,600.8169429792479
0.7,low,1.5,3.5,hard,4,1230,352,314,72,492,403.39640995085233,400.25063888247297
0.7,low,1.5,3.5,hard,5,559,162,136,27,234,184.51544341484282,182.70945567731644
0.7,low,1.5,3.5,soft,0,166,56,40,12,58,57.42771650333789,53.5086958937544
0.7,low,1.5,3.5,soft,1,398,111,102,21,164,134.73486540855185,129.94263295895934
0.7,low,1.5,3.5,soft,2,1046,305,269,68,404,350.504228904512,337.87226562788055
0.7,low,1.5,3.5,soft,3,2377,626,647,142,962,787.2860349250043,772.4512329687436
0.7,low,1.5,3.5,soft,4,1392,362,379,88,563,457.639944754347,453.71196014909003
0.7,low,1.5,3.5,soft,5,464,127,124,34,179,152.2473380773572,150.85921738766746
0.7,low,3.0,2.0,hard,0,54,17,11,1,25,18.94408956520939,17.30167647501491
0.7,low,3.0,2.0,hard,1,61,11,12,10,28,21.730500290922482,20.784021684914016
0.7,low,3.0,2.0,hard,2,102,20,23,8,51,35.59643609901989,33.89707127925302
0.7,low,3.0,2.0,hard,3,122,25,28,9,60,41.70163759756526,40.81583129518792
0.7,low,3.0,2.0,hard,4,47,11,12,3,21,14.822455235738154,14.33855957326825
0.7,low,3.0,2.0,hard,5,68,24,7,1,36,32.68926881237258,15.394159321133293
0.7,low,3.0,2.0,soft,0,54,16,13,7,18,19.631066645697526,18.064554339732243
0.7,low,3.0,2.0,soft,1,115,26,22,16,51,39.112574117673745,38.70144194709088
0.7,low,3.0,2.0,soft,2,246,60,64,28,94,83.76141027670198,80.90441051588363
0.7,low,3.0,2.0,soft,3,347,100,103,18,126,115.74431339726644,113.22322530746078
0.7,low,3.0,2.0,soft,4,119,42,30,12,35,39.833229120289964,38.864734503411526
0.7,low,3.0,2.0,soft,5,92,32,20,5,35,37.16823882975332,23.05045476192623
0.7,low,3.0,3.5,hard,0,45,15,7,2,21,16.33946237327011,13.797105628534082
0.7,low,3.0,3.5,hard,1,106,22,23,10,51,37.08639943806699,34.92558777149026
0.7,low,3.0,3.5,hard,2,390,93,73,41,183,132.81334025560537,127.72297722774636
0.7,low,3.0,3.5,hard,3,1265,326,320,93,526,428.42768609415543,406.7508350598174
0.7,low,3.0,3.5,hard,4,832,215,199,60,358,279.24679811935175,267.88362318956774
0.7,low,3.0,3.5,hard,5,361,91,97,25,148,123.16363589405523,115.87122020188076
0.7,low,3.0,3.5,soft,0,55,6,13,8,28,20.229553912303814,18.08642512522401
0.7,low,3.0,3.5,soft,1,214,57,42,32,83,74.00302885169702,71.58640187141454
0.7,low,3.0,3.5,soft,2,432,114,117,29,172,145.53016577305334,141.81495789935883
0.7,low,3.0,3.5,soft,3,793,233,216,35,309,267.78644915304665,250.19907689239793
0.7,low,3.0,3.5,soft,4,650,195,163,40,252,220.37058045750234,209.25811885005697
0.7,low,3.0,3.5,soft,5,250,57,64,17,112,86.88302579930127,77.9581194898029
0.7,low,10.0,2.0,hard,0,7,2,0,0,5,1.7270708386810543,0.19378455148098928
0.7,low,10.0,2.0,hard,1,3,0,1,0,2,1.129262097076627,0.7523201357516666
0.7,low,10.0,2.0,hard,2,6,1,3,0,2,1.348789310199318,2.33059452381608
0.7,low,10.0,2.0,hard,3,7,3,1,1,2,2.6896019429046083,2.402924910703718
0.7,low,10.0,2.0,hard,4,0,0,0,0,0,0.0,0.0
0.7,low,10.0,2.0,hard,5,0,0,0,0,0,0.0,0.0
0.7,low,10.0,2.0,soft,0,14,6,0,1,7,8.68522096274566,0.6682614458994852
0.7,low,10.0,2.0,soft,1,0,0,0,0,0,0.0,0.0
0.7,low,10.0,2.0,soft,2,0,0,0,0,0,0.0,0.0
0.7,low,10.0,2.0,soft,3,10,3,0,0,7,5.098072910315589,0.5804755596289702
0.7,low,10.0,2.0,soft,4,0,0,0,0,0,0.0,0.0
0.7,low,10.0,2.0,soft,5,1,1,0,0,0,0.44202264655302903,0.15313934997201517
0.7,low,10.0,3.5,hard,0,19,8,1,1,9,9.98344095369862,4.544316112020504
0.7,low,10.0,3.5,hard,1,7,3,3,0,1,2.3333333450474876,2.3333333116339077
0.7,low,10.0,3.5,hard,2,17,1,3,2,11,5.524393733529041,5.384245541074725
0.7,low,10.0,3.5,hard,3,26,5,16,1,4,4.775030570675676,17.283382509070847
0.7,low,10.0,3.5,hard,4,39,7,11,1,20,12.141735100247045,14.74950387323397
0.7,low,10.0,3.5,hard,5,53,14,22,4,13,16.97084973643452,25.765982145303326
0.7,low,10.0,3.5,soft,0,7,2,2,0,3,3.6910095768442805,0.5236572347198787
0.7,low,10.0,3.5,soft,1,0,0,0,0,0,0.0,0.0
0.7,low,10.0,3.5,soft,2,3,1,0,0,2,1.4948821059928181,0.1445707347553699
0.7,low,10.0,3.5,soft,3,4,2,0,0,2,2.4760416299067485,0.2717939288790737
0.7,low,10.0,3.5,soft,4,2,1,0,0,1,0.9309590674325491,0.19792625582235845
0.7,low,10.0,3.5,soft,5,1,0,0,1,0,0.3331225630112401,0.3331225630112401
0.9,high,1.5,2.0,hard,0,300,44,37,51,168,89.76531377504202,89.4761120981817
0.9,high,1.5,2.0,hard,1,246,35,50,35,126,73.45077063901428,73.20200049078105
0.9,high,1.5,2.0,hard,2,342,57,62,39,184,102.82112196334599,102.45843893726871
0.9,high,1.5,2.0,hard,3,505,61,80,68,296,149.9128299099942,149.52728726185055
0.9,high,1.5,2.0,hard,4,231,37,46,24,124,68.45816937434465,68.04633929522626
0.9,high,1.5,2.0,hard,5,102,17,16,26,43,30.5976825916211,29.90428414255843
0.9,high,1.5,2.0,soft,0,280,39,41,38,162,84.06325216283281,83.75177202304417
0.9,high,1.5,2.0,soft,1,261,30,40,46,145,76.22749626424478,76.05892165858685
0.9,high,1.5,2.0,soft,2,350,51,67,49,183,103.49500487043326,103.21429027112782
0.9,high,1.5,2.0,soft,3,429,75,55,57,242,128.1060671251691,127.80092199439443
0.9,high,1.5,2.0,soft,4,229,47,43,29,110,68.51307189755407,68.34073017789233
0.9,high,1.5,2.0,soft,5,87,12,14,13,48,25.51616062992636,25.481912393726
0.9,high,1.5,3.5,hard,0,303,46,41,47,169,89.56124974647219,89.33230318131025
0.9,high,1.5,3.5,hard,1,603,95,113,74,321,179.394574054052,178.9245022136094
0.9,high,1.5,3.5,hard,2,911,172,145,126,468,273.0145848126915,272.32185435531926
0.9,high,1.5,3.5,hard,3,1366,226,226,176,738,402.52173666788985,401.74462624045196
0.9,high,1.5,3.5,hard,4,766,137,118,98,413,225.13812244129758,224.77635850764295
0.9,high,1.5,3.5,hard,5,419,70,68,57,224,123.24187360674001,121.83590917898577
0.9,high,1.5,3.5,soft,0,244,35,38,30,141,73.7892989905517,73.50718014042444
0.9,high,1.5,3.5,soft,1,539,89,82,61,307,160.77194274987096,160.16610674746758
0.9,high,1.5,3.5,soft,2,1051,167,174,136,574,311.80061752679745,311.05647327381075
0.9,high,1.5,3.5,soft,3,1430,237,270,187,736,423.70895925561445,422.8322100436019
0.9,high,1.5,3.5,soft,4,624,123,90,71,340,184.4271363564594,184.04391417279072
0.9,high,1.5,3.5,soft,5,306,58,54,28,166,91.18964495219714,90.99252420647653
0.9,high,3.0,2.0,hard,0,170,14,26,37,93,52.391228628171405,52.306627468609754
0.9,high,3.0,2.0,hard,1,93,12,13,10,58,28.471839885135456,28.41812214271305
0.9,high,3.0,2.0,hard,2,131,23,14,22,72,39.562828685167176,39.50287469533317
0.9,high,3.0,2.0,hard,3,135,19,20,20,76,40.2148326581586,40.0341427733362
0.9,high,3.0,2.0,hard,4,81,13,13,12,43,24.207081494959645,23.110362329692503
0.9,high,3.0,2.0,hard,5,53,6,6,15,26,18.413409591030675,17.75556626756919
0.9,high,3.0,2.0,soft,0,184,25,21,41,97,57.07061087889606,56.77314670987452
0.9,high,3.0,2.0,soft,1,110,13,18,15,64,33.135946472282306,33.06273425552769
0.9,high,3.0,2.0,soft,2,146,22,20,20,84,42.93943759431896,42.86215248812036
0.9,high,3.0,2.0,soft,3,189,34,37,23,95,57.49482772223686,57.36762604642078
0.9,high,3.0,2.0,soft,4,113,23,20,18,52,33.36096671102298,33.321848414794424
0.9,high,3.0,2.0,soft,5,52,5,6,12,29,17.1758268694657,17.154510346006212
0.9,high,3.0,3.5,hard,0,119,20,15,21,63,36.658915839443196,36.476026159873435
0.9,high,3.0,3.5,hard,1,149,21,16,26,86,44.47667024246995,44.29457795250609
0.9,high,3.0,3.5,hard,2,270,42,35,49,144,81.3376294186091,81.16834713166978
