listener,psi_star,alpha,c,switch_type,mean_abias,abias_r150,std_150
vig,low,1.5,2.0,soft,0.029202476963169043,0.008290766373276711,0.012919718022557198
vig,low,1.5,3.5,hard,0.029197323743369846,0.007251051828265192,0.01303478774393407
vig,low,1.5,3.5,soft,0.029730955592758124,0.0064119635770718275,0.01212132474446579
vig,low,3.0,2.0,hard,0.032864030461741814,0.006411197821299235,0.013066480883998394
vig,low,3.0,2.0,soft,0.033318094358013736,0.008184589485327402,0.014444080054432101
vig,low,3.0,3.5,hard,0.03247400589601861,0.009114739870031677,0.014033659831688397
vig,low,3.0,3.5,soft,0.0307445737836096,0.007479098508755369,0.012472133390967598
vig,low,10.0,2.0,hard,0.09553491522924766,0.03525993364055951,0.02442967631875509
vig,low,10.0,2.0,soft,0.08516227664414379,0.03710086104770501,0.02749395434249095
vig,low,10.0,3.5,hard,0.09206876059747404,0.038918680200974144,0.02423550068851
vig,low,10.0,3.5,soft,0.09609635145127772,0.04216107621788978,0.02883198140625659
