psi_star,alpha,c,switch_type,n,rate,mean_tau,median_tau,abias_cred_at_tau,bias_cred_at_tau,abias_sw_at_tau,recovery_median,recovery_mean,recovery_frac,mean_abias_sw_post,mean_abias_cred_post,mean_abias_vig_post
high,1.5,2.0,hard,300,0.8166666666666667,35.66938775510204,22.0,0.11417783248789456,0.0395183220992283,0.08472661048782115,0.0,0.0,1.0,0.017863565750861055,0.05950478727786825,0.017863565750861055
high,1.5,2.0,hard_amnesic,300,0.8166666666666667,35.66938775510204,22.0,0.11417783248789456,0.0395183220992283,0.24571428571428572,2.0,9.574468085106384,0.9591836734693877,0.039561521084897196,0.05950478727786825,0.017863565750861055
high,1.5,2.0,soft,300,0.8166666666666667,35.66938775510204,22.0,0.11417783248789456,0.0395183220992283,0.11455570626015567,0.0,15.732057416267942,0.8530612244897959,0.03842441370538155,0.05950478727786825,0.017863565750861055
high,1.5,3.5,hard,300,0.49666666666666665,74.48993288590604,72.0,0.07361777552822292,0.016697447932006525,0.02600968685126145,0.0,0.0,1.0,0.010696447691169196,0.05910114055951176,0.010696447691169196
high,1.5,3.5,hard_amnesic,300,0.49666666666666665,74.48993288590604,72.0,0.07361777552822292,0.016697447932006525,0.22281879194630874,2.0,10.182481751824817,0.9194630872483222,0.054857042138084545,0.05910114055951176,0.010696447691169196
high,1.5,3.5,soft,300,0.49666666666666665,74.48993288590604,72.0,0.07361777552822292,0.016697447932006525,0.07385073278174305,0.0,16.178947368421053,0.6375838926174496,0.04912006842209891,0.05910114055951176,0.010696447691169196
high,3.0,2.0,hard,300,0.8133333333333334,17.81967213114754,1.0,0.19808854138264892,0.07341978769810474,0.17269125394523144,0.0,0.0,1.0,0.026674154031698906,0.07825428116438163,0.026674154031698906
high,3.0,2.0,hard_amnesic,300,0.8133333333333334,17.81967213114754,1.0,0.19808854138264892,0.07341978769810474,0.23770491803278687,1.0,4.147679324894515,0.9713114754098361,0.03797989150045225,0.07825428116438163,0.026674154031698906
high,3.0,2.0,soft,300,0.8133333333333334,17.81967213114754,1.0,0.19808854138264892,0.07341978769810474,0.1964424069909776,0.0,6.976851851851852,0.8852459016393442,0.043148425519517156,0.07825428116438163,0.026674154031698906
high,3.0,3.5,hard,300,0.5133333333333333,31.532467532467532,3.0,0.16991762699825425,0.11147628034670633,0.12357654029672797,0.0,0.0,1.0,0.023555566940146024,0.08571993074406492,0.023555566940146024
