psi_star,alpha,c,switch_type,n,rate,mean_tau,median_tau,abias_cred_at_tau,bias_cred_at_tau,abias_sw_at_tau,recovery_median,recovery_mean,recovery_frac,mean_abias_sw_post,mean_abias_cred_post,mean_abias_vig_post
high,3.0,3.5,hard_amnesic,300,0.5133333333333333,31.532467532467532,3.0,0.16991762699825425,0.11147628034670633,0.2051948051948052,0.0,3.7210884353741496,0.9545454545454546,0.04178421512998928,0.08571993074406492,0.023555566940146024
high,3.0,3.5,soft,300,0.5133333333333333,31.532467532467532,3.0,0.16991762699825425,0.11147628034670633,0.16895627326198986,1.0,12.126126126126126,0.7207792207792207,0.056390527700405584,0.08571993074406492,0.023555566940146024
high,10.0,2.0,hard,300,0.6833333333333333,11.214634146341464,1.0,0.21532458700784826,0.16928105831146242,0.20097298587240825,0.0,0.0,1.0,0.03228784200159374,0.11154105115208202,0.03228784200159374
high,10.0,2.0,hard_amnesic,300,0.6833333333333333,11.214634146341464,1.0,0.21532458700784826,0.16928105831146242,0.21853658536585369,0.0,5.103448275862069,0.9902439024390244,0.04073662969725427,0.11154105115208202,0.03228784200159374
high,10.0,2.0,soft,300,0.6833333333333333,11.214634146341464,1.0,0.21532458700784826,0.16928105831146242,0.22034366764673374,0.0,2.9175824175824174,0.8878048780487805,0.04746572388186037,0.11154105115208202,0.03228784200159374
high,10.0,3.5,hard,300,0.63,6.4603174603174605,1.0,0.22500639094246758,0.1841269035818716,0.21675435304641724,0.0,0.0,1.0,0.03411550248943274,0.11291522107009627,0.03411550248943274
high,10.0,3.5,hard_amnesic,300,0.63,6.4603174603174605,1.0,0.22500639094246758,0.1841269035818716,0.20846560846560847,0.0,3.761904761904762,1.0,0.03915974736947628,0.11291522107009627,0.03411550248943274
high,10.0,3.5,soft,300,0.63,6.4603174603174605,1.0,0.22500639094246758,0.1841269035818716,0.23041824985433507,0.0,2.1954022988505746,0.9206349206349206,0.04604812000883777,0.11291522107009627,0.03411550248943274
low,1.5,2.0,hard,300,0.7766666666666666,32.17596566523605,21.0,0.1083380918326296,-0.044802228709914654,0.07924005588748424,0.0,0.0,1.0,0.019987718607641584,0.059900009693739285,0.019987718607641584
low,1.5,2.0,hard_amnesic,300,0.7766666666666666,32.17596566523605,21.0,0.1083380918326296,-0.044802228709914654,0.24291845493562234,2.0,8.177777777777777,0.9656652360515021,0.03932278555754798,0.059900009693739285,0.019987718607641584
low,1.5,2.0,soft,300,0.7766666666666666,32.17596566523605,21.0,0.1083380918326296,-0.044802228709914654,0.10848446270938594,0.0,15.292682926829269,0.8798283261802575,0.03756553855470187,0.059900009693739285,0.019987718607641584
low,1.5,3.5,hard,300,0.4766666666666667,72.79020979020979,69.0,0.07225008038999317,-0.026939878982680663,0.025394390950669775,0.0,0.0,1.0,0.014044168198746319,0.06289766769991566,0.014044168198746319
low,1.5,3.5,hard_amnesic,300,0.4766666666666667,72.79020979020979,69.0,0.07225008038999317,-0.026939878982680663,0.220979020979021,3.0,8.193798449612403,0.9020979020979021,0.05161046586086211,0.06289766769991566,0.014044168198746319
low,1.5,3.5,soft,300,0.4766666666666667,72.79020979020979,69.0,0.07225008038999317,-0.026939878982680663,0.0727156219990937,0.5,16.448979591836736,0.6853146853146853,0.049420009202878735,0.06289766769991566,0.014044168198746319
low,3.0,2.0,hard,300,0.81,18.234567901234566,1.0,0.19954078909423614,-0.07457973495309736,0.17723754310190923,0.0,0.0,1.0,0.028110319952118757,0.0811644844931781,0.028110319952118757
low,3.0,2.0,hard_amnesic,300,0.81,18.234567901234566,1.0,0.19954078909423614,-0.07457973495309736,0.23786008230452674,0.0,4.465811965811966,0.9629629629629629,0.041262702085618226,0.0811644844931781,0.028110319952118757
low,3.0,2.0,soft,300,0.81,18.234567901234566,1.0,0.19954078909423614,-0.07457973495309736,0.20286443208348112,0.0,4.057142857142857,0.8641975308641975,0.04465082418812293,0.0811644844931781,0.028110319952118757
low,3.0,3.5,hard,300,0.5366666666666666,42.94409937888199,16.0,0.1656167798716089,-0.09904219698831901,0.10099922652755465,0.0,0.0,1.0,0.022821049697281368,0.08133775564412835,0.022821049697281368
low,3.0,3.5,hard_amnesic,300,0.5366666666666666,42.94409937888199,16.0,0.1656167798716089,-0.09904219698831901,0.20496894409937888,0.0,4.932885906040268,0.9254658385093167,0.05079544148994732,0.08133775564412835,0.022821049697281368
low,3.0,3.5,soft,300,0.5366666666666666,42.94409937888199,16.0,0.1656167798716089,-0.09904219698831901,0.1643862875629656,1.0,9.89,0.6211180124223602,0.06477467193237339,0.08133775564412835,0.022821049697281368
low,10.0,2.0,hard,300,0.6466666666666666,12.345360824742269,1.0,0.22128705865482692,-0.1815916526793819,0.19824120176514398,0.0,0.0,1.0,0.035698074138025955,0.10517535313625163,0.035698074138025955
low,10.0,2.0,hard_amnesic,300,0.6466666666666666,12.345360824742269,1.0,0.22128705865482692,-0.1815916526793819,0.2134020618556701,0.0,3.4764397905759163,0.9845360824742269,0.043947422754513556,0.10517535313625163,0.035698074138025955
low,10.0,2.0,soft,300,0.6466666666666666,12.345360824742269,1.0,0.22128705865482692,-0.1815916526793819,0.2187918615172204,0.0,1.497142857142857,0.9020618556701031,0.05118034653493576,0.10517535313625163,0.035698074138025955
low,10.0,3.5,hard,300,0.6166666666666667,8.162162162162161,1.0,0.22762832032667624,-0.19087156356991947,0.20744897452560632,0.0,0.0,1.0,0.037300477479907966,0.10526965896073377,0.037300477479907966
low,10.0,3.5,hard_amnesic,300,0.6166666666666667,8.162162162162161,1.0,0.22762832032667624,-0.19087156356991947,0.20864864864864865,0.0,3.1621621621621623,1.0,0.04297398952481224,0.10526965896073377,0.037300477479907966
low,10.0,3.5,soft,300,0.6166666666666667,8.162162162162161,1.0,0.22762832032667624,-0.19087156356991947,0.22496832660726598,0.0,0.8823529411764706,0.918918918918919,0.05025744624784237,0.10526965896073377,0.037300477479907966
