listener,psi_star,alpha,c,switch_type,theta_star,mean_abias,abias_r150,std_150
cred,inf,1.5,2.0,soft,0.9,0.007875284867154251,3.4769376141182326e-08,1.1008602312371589e-05
cred,inf,1.5,3.5,hard,0.1,0.00917996760871675,0.0006706517189741079,0.0008611121158548711
cred,inf,1.5,3.5,hard,0.3,0.018570260303715867,0.0006074330210685745,0.00270007105973491
cred,inf,1.5,3.5,hard,0.5,0.02300611980424987,0.002526615560054779,0.00515794636545858
cred,inf,1.5,3.5,hard,0.7,0.015654649533828092,0.00026447455088295747,0.0016407207764738512
cred,inf,1.5,3.5,hard,0.9,0.007875284867154251,3.4769376141182326e-08,1.1008602312371589e-05
cred,inf,1.5,3.5,hard_amnesic,0.1,0.00917996760871675,0.0006706517189741079,0.0008611121158548711
cred,inf,1.5,3.5,hard_amnesic,0.3,0.018570260303715867,0.0006074330210685745,0.00270007105973491
cred,inf,1.5,3.5,hard_amnesic,0.5,0.02300611980424987,0.002526615560054779,0.00515794636545858
cred,inf,1.5,3.5,hard_amnesic,0.7,0.015654649533828092,0.00026447455088295747,0.0016407207764738512
cred,inf,1.5,3.5,hard_amnesic,0.9,0.007875284867154251,3.4769376141182326e-08,1.1008602312371589e-05
cred,inf,1.5,3.5,soft,0.1,0.00917996760871675,0.0006706517189741079,0.0008611121158548711
cred,inf,1.5,3.5,soft,0.3,0.018570260303715867,0.0006074330210685745,0.00270007105973491
cred,inf,1.5,3.5,soft,0.5,0.02300611980424987,0.002526615560054779,0.00515794636545858
cred,inf,1.5,3.5,soft,0.7,0.015654649533828092,0.00026447455088295747,0.0016407207764738512
cred,inf,1.5,3.5,soft,0.9,0.007875284867154251,3.4769376141182326e-08,1.1008602312371589e-05
cred,inf,3.0,2.0,hard,0.1,0.006250260601441061,9.798755248332143e-07,4.435024001339845e-05
cred,inf,3.0,2.0,hard,0.3,0.012487938104404345,0.0013103939096132944,0.0012031408263889413
cred,inf,3.0,2.0,hard,0.5,0.013852806289990744,0.0010475382208824159,0.003144595910028632
cred,inf,3.0,2.0,hard,0.7,0.015031213189495917,0.0004089274009068555,0.0014276302116741136
cred,inf,3.0,2.0,hard,0.9,0.0053151724073622186,2.384185793236071e-08,2.2421002688677304e-06
cred,inf,3.0,2.0,hard_amnesic,0.1,0.006250260601441061,9.798755248332143e-07,4.435024001339845e-05
cred,inf,3.0,2.0,hard_amnesic,0.3,0.012487938104404345,0.0013103939096132944,0.0012031408263889413
cred,inf,3.0,2.0,hard_amnesic,0.5,0.013852806289990744,0.0010475382208824159,0.003144595910028632
cred,inf,3.0,2.0,hard_amnesic,0.7,0.015031213189495917,0.0004089274009068555,0.0014276302116741136
cred,inf,3.0,2.0,hard_amnesic,0.9,0.0053151724073622186,2.384185793236071e-08,2.2421002688677304e-06
cred,inf,3.0,2.0,soft,0.1,0.006250260601441061,9.798755248332143e-07,4.435024001339845e-05
cred,inf,3.0,2.0,soft,0.3,0.012487938104404345,0.0013103939096132944,0.0012031408263889413
cred,inf,3.0,2.0,soft,0.5,0.013852806289990744,0.0010475382208824159,0.003144595910028632
cred,inf,3.0,2.0,soft,0.7,0.015031213189495917,0.0004089274009068555,0.0014276302116741136
cred,inf,3.0,2.0,soft,0.9,0.0053151724073622186,2.384185793236071e-08,2.2421002688677304e-06
cred,inf,3.0,3.5,hard,0.1,0.006250260601441061,9.798755248332143e-07,4.435024001339845e-05
